meal_type,taste_profile,served_temperature,season,difficulty,main_ingredients,characteristics,semantic_summary,recipe_id,recipe_name
postre,dulce,habitación temperatura,all seasons,mediano,"ciruelas, mantequilla, azúcar blanca, huevos, harina, leche, extracto de vainilla","topping crumbly, plato de ciruela horneado","Un postre que consiste en cuartos de ciruelas horneados con una topping dulce y crumbly, normalmente servido temperatura ambiente.",496,Plum Buckle
postre,dulce,habitación temperatura,all seasons,mediano,"calabacín, ciruelas","fruta, harina","Zucchini Plum Bread es un postre dulce, basado en harina hecho con calabacín y ciruelas trituradas, horneado a temperatura ambiente.",497,Pan de calabacín
ensalada,"fresco, amargo",frío,all seasons,fácil,"hojas de espinacas, nueces, feta, cebolla roja, brotes de alfalfa, semillas granadas","luz, saludable","Esta es una ensalada de granada de espinacas fría simple hecha con ingredientes frescos, con un aderezo ligero de vinagreta balsámico.",498,Salario de granada de espinacas
cena,"salvory, picante",cálido,otoño,mediano,"pimientos poblano, cerdo molido, nueces, queso de cabra","relleno, en salsa de nogal","Chiles en Nogada es un plato mexicano salado y picante con chiles poblanos rellenos con salsa de nuez, normalmente servido caliente durante el otoño.",499,Chiles en Nogada (Mexican Stuffed Poblano Peppers in Walnut Sauce)
aperitivo,"dulce, sabroso",frío,invierno,fácil,"mezcla verde de ensalada de hoja, semillas granadas, queso azul desmoronado, nueces trituradas, vinagreta de arándanos",Verdes mezclados con frutas y frutos secos,"Una ensalada de aperitivos fríos de inspiración navideña con verduras mezcladas, semillas de granada, queso azul, nueces y una vinagreta de arándano.",500,Ensalada de granada de Navidad
postre,dulce,cálido,otoño,fácil,"manzanas, granada, azúcar morena, canela, nuez moscada, avena, harina, azúcar blanco, mantequilla sin sal",nan,"Esta receta de postre cuenta con manzanas y granada, combinado con especias dulces y avena, horneados en un fresco cálido y confortable.",501,Brenda de Apple y Crisp de granada
bebidas,"agrio, fresco",frío,all seasons,fácil,"vodka, jugo de granada, lima, licor de sabor naranja, soda club","sacudido, rematado con soda y semillas","Un cóctel frío y refrescante hecho con vodka, jugo de granada, lima, licor de sabor naranja, y soda club, adornado con semillas granadas.",502,Cocktail de vacaciones granada
postre,dulce,cálido,all seasons,fácil,"granada, limón, azúcar blanca, picto líquido",nan,"Esta receta describe la preparación de la jalea granada, un postre dulce hecho con jugo de granada, limón, azúcar, y la pectina líquida. Se prepara hirviendo los ingredientes juntos y luego sellando y procesando los frascos en un recipiente de agua hirviendo.",503,Jalea granada
cena,"dulce, dulce",caliente,all seasons,mediano,"cuchillas de cordero, jugo de granada, vinagre balsámico envejecido, hojas de menta, romero, copos de pimienta roja, miel, semillas de calabaza","trenzado, utiliza granada como ingrediente principal","Un plato de cordero dulce y salado presumido en jugo de granada, sazonado con hierbas y especias, y servido caliente.",504,Lamb Braised in Pomegranate
aperitivo,"dulce, picante, amargo",cálido,"verano, otoño",fácil,"granadas, miel, ketchup, salsa de soja oscura, aceite de semilla de girasol, mostaza, ajo, sal marina, pimienta negra",sabor a barbacoa,"Una salsa de barbacoa dulce y salada hecha con melaza granada, miel y otros condimentos, perfecto para aperitivos en clima cálido.",505,Salsa de barbacoa de granada
aperitivo,"agrio, dulce",frío,all seasons,fácil,"aceite de oliva, jugo de granada, vinagre de arroz, azúcar blanca, hollín, ajo, pimienta blanca molida","jugosa, refrescante","Una vinagreta fría, dulce y agria hecha con aceite de oliva, jugo de granada, vinagre de arroz, azúcar blanca, holguras, ajo y pimienta blanca molida.",506,Yummy granate Vinaigrette Dressing
cena,"salvory, picante",cálido,all seasons,mediano,"arroz, granada, pistacho, cebolla, safran, caldo vegetal","tostada, sabrosa con pomegranate and pistachio","Esta pilaf de arroz de Oriente Medio cuenta con arroz tostado, cebollas, azafrán y semillas granadas, sazonadas con almácigo y pistachos, servido como parte de una cena.",507,Pilaf de arroz de Oriente Medio con granada
ensalada,"dulce, sabroso",frío,all seasons,fácil,"lechuga de hoja verde, pera, semillas granadas",mezclado con aderezo,"Esta ensalada de pera y granada es un refrescante plato frío con verduras mezcladas, peras y semillas granadas, vestidas con una dulce y cursi vinagreta.",508,Salario de pera y granada
bebida,dulce,frío,nan,fácil,"arándanos, jugo de granada, yogur griego, leche de esquim, avena enrollada, edulcorante de sucralosa granular, canela terrestre",corazón sano,Un batido de arándanos saludable para el corazón hecho con varios ingredientes combinados para una bebida refrescante.,509,Corazón de Blueberry Smoothie
bebidas,dulce,frío,nan,fácil,"azúcar blanca, jugo de granada",nan,"Esta receta describe una simple granada casera, un jarabe dulce hecho de azúcar y jugo de granada, típicamente servido frío.",510,Granada casera
postre,"dulce, picante",frío,all seasons,fácil,"peras, granada, almendras, azúcar morena, nuez moscada, canela","picado, refrescante","Este postre cuenta con peras picadas y granada, combinando sabores dulces y picantes con un toque refrescante.",511,Peras especiadas y granada
postre,dulce,cálido,all seasons,mediano,"batata, harina, mantequilla","horneado, purgado, plegado, cortado en galletas","El dulce pastelito de Chef John Biscuits es un postre sabroso hecho con batata, harina y mantequilla. Se trata de purgar patatas dulces, mezclarlas con leche de mantequilla y harina, conformando galletas y hornear. El plato tiene un sabor cálido y dulce y se puede disfrutar durante todo el año.",512,Chef John's Sweet Potato Biscuits
ensalada,"dulce, sabroso",frío,otoño,fácil,"persimmon, espinacas, queso de cabra, granada, almendras","frutas, verduras, queso, semillas","Una ensalada de otoño fría con persimmón rebanado, espinacas picadas, semillas granadas, queso de cabra desmoronado y almendras rebanadas, vestidas con una vinagreta de color naranja.",513,Espinacas y persimmon salado con queso de cabra y granada
postre,dulce,habitación temperatura,invierno,mediano,"clara de huevo, azúcar blanca, azúcar superfina, almidón de maíz, agua de la flor de naranja, jugo de limón, ralladura de limón, aceite de coco, crema pesada, azúcar de los conserjes, semillas granadas","meringue, limón curd, frutas","Esta receta de postre implica la creación de una pavlova usando claras de huevo, azúcar y almidón de maíz, que luego se llena con un toque de limón y rematado con frutas de invierno como pomelo, naranja y rodajas de persimmón, junto con semillas granadas.",514,Pavlova con frutas de invierno
bebidas,"dulce, amargo",habitación temperatura,all seasons,fácil,"arándanos, jugo de granada, zumo de naranja, champán",cóctel,"Una Mimosa de granada de arándano es un cóctel refrescante hecho con arándanos, jugo de granada, jugo de naranja y champán, normalmente servido refrigerado.",515,Cranberry-Pomegranate Mimosa
postre,dulce,cálido,all seasons,fácil,"arándanos, granada, azúcar, jugo de naranja, canela","picado, jugoso","Esta salsa de granada de arándanos es una salsa dulce y picada de postres hecha con arándanos frescos, semillas granadas, azúcar, jugo de naranja y canela. Se sirve caliente y se puede disfrutar durante cualquier temporada.",516,Vacaciones Cranberry-Pomegranate Sauce
cena,"dulce, dulce",cálido,all seasons,mediano,"jugo de granada, nueces, pollo","estofado, granada","Un guiso de pollo dulce y salado hecho con jugo de granada y nueces, normalmente servido como plato principal durante todas las estaciones.",517,Estera granada con pollo (Khoresh Fesenjan)
postre,dulce,"['Enano', 'room temperature', 'chilled']",all seasons,mediano,"grúas, granada, manzana, naranja, pecan","jugosa, afrutada, picada","Esta receta describe una salsa granada de arándano que es dulce y se puede servir caliente, temperatura ambiente o refrigerado. Incluye ingredientes como arándanos, granada, manzanas, naranjas y nueces, y tiene un perfil de sabor picado.",518,Salsa de granada de arándano
sopa,"salvory, picante",caliente,otoño,mediano,"leche de almendra, queso de cabra","semillas tostadas, granadas","Esta sopa de calabaza de mantequilla ahumada cuenta con calabaza de mantequilla asada y bolos, sazonado con paprika ahumada, pólvora de chile y pólvora de chipotle. Incluye semillas de calabaza tostadas y hojas crujientes de brote de Bruselas, endulzadas con jarabe de arce y adornadas con semillas granadas y queso de cabra desmoronado.",519,Sopa de mantequilla ahumada
bebidas,dulce,frío,all seasons,fácil,"jugo de granada, azúcar blanca",nan,"Esta receta describe la preparación de granada granada, una bebida dulce y fría hecha de jugo de granada y azúcar.",520,Granada granada
aperitivo,"salvory, picante, amargo",habitación temperatura,all seasons,fácil,"queso Halloumi, frijoles negros, frijoles renales, frijoles blancos, vinagre granada, miel, harissa, aceite de oliva, cebolla roja, menta, cilantro","ensalada, vinagreta","Esta receta de aperitivos cuenta con una ensalada hecha con varios frijoles, queso Halloumi, y un aderezo de vinagreta cursi. Combina sabores salados y picantes con un toque de dulzura del vinagre granada y miel.",521,Halloumi Salado de tres frijoles con granada-Harissa Vinaigrette
cena,"dulce, dulce",cálido,all seasons,mediano,"salmón, granada","a la plancha, acristalamiento","Este plato de cena cuenta con salmón a la parrilla recubierto en un esmalte granada dulce y salado, típicamente disfrutado durante todas las estaciones.",522,Salmón con Glaze de granada
aperitivo,"dulce, sabroso",frío,all seasons,fácil,"Manzanas de abuelita Smith, espinacas para bebés, semillas de granada, pecanes de caña, queso feta",ensalada de frutas y nueces mezcladas con dulce y cursi,"Este aperitivo frío cuenta con frutas mezcladas y nueces en un aderezo dulce y cursi, adecuado para todas las estaciones.",523,"Apple, granada y salado de Pecan"
postre,dulce,frío,all seasons,fácil,"crema pesada, azúcar blanca, jugo de granada",nan,"Este helado de granada cremosa es un postre dulce hecho con una combinación de crema pesada, azúcar blanca y jugo de granada, servido frío.",524,Crema de hielo granada
postre,"dulce, picante",cálido,all seasons,fácil,"jugo de granada, Shiraz u otro vino tinto seco, jugo de limón, canela, nuez moscada, clavos, jengibre, mantequilla, azúcar morena","picado, jarabe","El jarabe de granada picada es un postre cálido y dulce elaborado con jugo de granada, vino, jugo de limón, especias y azúcar. Es un jarabe especiado simple y fácil de hacer que se puede servir como condimento o adorno.",525,Especiado jarabe de granada
cena,"dulce, dulce",caliente,all seasons,mediano,"hombro de cerdo, granada","asado, trenzado","Esta receta implica asar un hombro de cerdo con una salsa de granada dulce y salada, lo que resulta en un plato cálido y sabroso que se puede disfrutar durante todo el año.",526,Hoja de cerdo asada con salsa de granada
aperitivo,"agrio, fresco",frío,all seasons,fácil,"vinagre de champán, zumo de granada, azúcar blanco, semillas granadas",mignonette salsa,"Una salsa de aperitivo frío hecha de vinagre de champán, jugo de granada, hollín, azúcar y semillas granadas.",527,Mignonette de granada de vacaciones
ensalada,"salvory, agrio",frío,all seasons,fácil,"semillas de granada, cebolla roja, menta, perejil, pistachos","tostadas, refrigeradas, aderezadas","Una ensalada fría hecha con freekeh tostado, semillas granadas, cebolla roja, menta, perejil y pistachos, vestida con un aderezo basado en tahini.",528,Salad Freekeh con Tahini Dressing
ensalada,"fresco, dulce",frío,all seasons,fácil,"hojas de espinacas para bebés, hojas de rúcula, cebolla roja, naranjas mandarinas, granada","verdes mixtos, cítricos, semillas","Ensalada bonita granada es una refrescante ensalada fría hecha con verduras mezcladas, cítricos y semillas granadas.",529,Ensalada bastante granada
aperitivo,"agrio, fresco",habitación temperatura,all seasons,fácil,"granadas, aceite de oliva, hollín, jugo de limón, cilantro","jugosa, sabrosa, refrescante","Un aperitivo refrescante hecho con sabor a granada, con una mezcla de sabores dulces, amargos y frescos.",530,Pomegranate Relish
cena,"dulce, dulce",caliente,all seasons,mediano,"jugo de granada, nueces, pollo, calabaza de mantequilla","usa salsa granada, incluye pollo frito, contiene nueces","Khoresht Fesenjaan es un plato de pollo sabroso y ligeramente dulce con una salsa granada, con nueces y calabaza de mantequilla, cocinado en un horno lento.",531,Khoresht Fesenjaan (Chicken con salsa de granada)
ensalada,"dulce, sabroso",frío,otoño,fácil,"persimmon, granada, masajed kale, macadamia nuts","naranja juice, lemon juice, maple syrup, Olive oil","Esta ensalada combina frutas de otoño como el persimmón y granada con un aderezo dulce y sabroso hecho de jarabe de arce y jugos de cítricos. Cuenta con col rizada masajeada y nueces macadamia asadas, ofreciendo una comida refrescante y nutritiva.",532,"Persimmon, granada y salada de Kale Masajeada"
ensalada,"salvory, picante, fresco",frío,all seasons,fácil,"patata, repollo, semillas de granada, zanahoria",zesty,"Una refrescante ensalada de patata fría con una patada picante hecha de patatas picadas, repollo triturado, semillas granadas y zanahoria, vestida con aceite de oliva, jugo de limón, ajo, sal, azúcar morena y copos de pimienta roja.",533,Zesty Salad
ensalada,"dulce, dulce",frío,all seasons,fácil,"chenoa, brócoli, tuercas, granada","mix vegetables, use of bouillon, use of oil and vinegar","Una ensalada de quinoa fría con verduras mezcladas, incluyendo brócoli, nueces y semillas granadas, sazonadas con aceite de oliva, vinagre y miel.",534,"Quinoa Salad con brócoli, nueces y granada"
ensalada,"salvory, fresco",frío,all seasons,fácil,"col, manzana, granada","saludable, bajo fat","Esta ensalada de manzana y col rizada saludable combina sabores dulces y sabrosos con ingredientes frescos, servidos en frío. Es fácil de preparar y adecuado para todas las estaciones.",535,Saludable Apple y Kale Salad
side dish,"dulce, dulce",cálido,all seasons,fácil,"zanahorias, jugo de granada, jugo de naranja, mantequilla","acristalamiento, cocinado","Un plato lateral hecho con zanahorias acristaladas utilizando una combinación de jugos de naranja y granada, cocido con mantequilla y sazonado con sal y pimienta.",536,Carrotas acristaladas granadas
aperitivo,"salvory, picante, amargo",frío,all seasons,fácil,"aguacates, cebolla, cilantro, granada de semillas, chile serrano","cremoso, refrescante","Un aperitivo frío hecho con aguacates, cebolla, cilantro, semillas granadas y pimientos de serrano chile, con una mezcla de sabores salados, picantes y amargos.",537,El mejor Guacamole del mundo
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, nuez, raisin",pan,"Pan de persimmón hecho con pulpa de persimmón, nueces y pasas, horneado en un horno de temperatura ambiente caliente.",538,Pan de Persimmon I
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, harina, nueces",textura pan-como,"Pan de Persimmon II es un postre dulce hecho de pulpa de persimmón, harina y nueces, horneado en panes de pan. Tiene una textura similar al pan y es fácil de preparar.",539,Pan de Persimmon II
postre,dulce,habitación temperatura,otoño,mediano,"mantequilla sin sal, harina de todo propósito, azúcar blanco, azúcar morena empaquetada, jugo de limón, canela, persimmones Fuyu, costras de pastel","requiere peeling y coring de persimmons, utiliza una corteza de celo","Fuyu Persimmon Pie es un postre hecho con una corteza de celo y lleno de persimmones Fuyu rebanados, endulzado con una mezcla de azúcares, jugo de limón y especias.",540,Fuyu Persimmon Pie
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, azúcar, limón",nan,"Esta receta de mermelada de persimmón fácil combina carne dulce con azúcar, piel de persimmón finamente rebanada, jugo de limón y ralladura de limón para crear una mermelada gruesa y sabrosa que se puede almacenar en el refrigerador.",541,Easy Persimmon Jam
postre,dulce,habitación temperatura,otoño,fácil,"pasta, persimmon, huevos, canela, azúcar blanca, crema media y media, pulpa de persimmón, mantequilla fundida, jugo de limón",nan,"Persimmon Pie es un postre hecho con una corteza de pastelería, pulpa de persimmón, huevos, canela, azúcar, crema y otros ingredientes. Se hornea a temperatura ambiente y es dulce en sabor.",542,Persimmon Pie
postre,dulce,cálido,otoño,fácil,"persimmon, harina, mantequilla, azúcar",nan,"Un pudín de persimmón viejo hecho con una combinación de harina, azúcar, pulpa de persimmón y mantequilla, horneado a baja temperatura durante una hora.",543,Pudding de Persimmon con cinturón antiguo
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, harina, azúcar, leche, huevos, vainilla extract",nan,"Persimmon El pastel es un postre simple hecho con pulpa de persimmón, harina, azúcar, leche, huevos y extracto de vainilla. Se hornea a temperatura ambiente y es dulce.",544,Pastel de Persimmon
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, harina, canela, nuez moscada, nueces","soft, cookies","Soft Persimmon Las cookies son un postre simple hecho de persimmons maduros, harina, especias y nueces, horneado a temperatura ambiente.",545,Cookies de persimmón suaves
postre,"dulce, picante",habitación temperatura,otoño,mediano,"Fuyu persimmons, limón, jarabe de agave, canela, clavos","cocido lento, puré, puré","Esta receta describe un postre de mantequilla de persimmón picado hecho de persimmones de cocido lento, puré y puré, combinado con jugo de limón, jarabe de agave, canela y clavos. Está preparado a temperatura ambiente y se puede almacenar en el refrigerador.",546,Butter persimmon picado
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, nuez, raisin",Cookies,"Esta receta describe una cookie de postre fácil de hacer con persimmon, nueces y pasas, con un sabor dulce y una temperatura ambiente.",547,Galletas de Persimmon con cinturón antiguo
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, harina, nueces",nan,"Persimmon Muffins son un postre dulce hecho con pulpa de persimmón, harina y nueces, horneado en una lata de muffin.",548,Muffins persimmon
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, raisin, nogal",acristalamiento,"Persimmon Las barras son un postre hecho con pulpa de persimmón, pasas, nueces y un dulce esmalte. Son fáciles de preparar y servidas a temperatura ambiente.",549,Persimmon Bars
postre,dulce,habitación temperatura,otoño,fácil,"avena enrollada, harina de todo propósito, picaduras de toffee, soda de hornear, sal, nuez moscada, canela, clavos, azúcar morena, mantequilla, huevo, puré de persimmón","avena, persimmon, toffee","Galletas de avena persimmon hechas con avena enrollada, pedacitos de toffee y puré de persimmón, horneado a temperatura ambiente.",550,Cookies de avena persimmona
postre,"dulce, picante",habitación temperatura,all seasons,fácil,"banana, persimmon, harina, aceite de coco, huevo, extracto de vainilla, canela",magdalena,"Esta receta describe un mago de postre simple hecho con plátanos maduros, Hachiya persimmon, y especias como canela. Es dulce y se puede disfrutar durante todo el año.",551,Banana y Persimmon Muffins de canela
postre,dulce,habitación temperatura,otoño,mediano,"persimmons, queso crema, nueces","masticado, suave, sabroso","Persimmon El pastel de queso es un postre hecho con persimmones, queso crema y nueces. Tiene un sabor dulce y está preparado con una corteza caliente y un relleno cremoso. El plato es mejor servido a temperatura ambiente y se puede disfrutar durante el otoño.",552,Persimmon Cheesecake
ensalada,"dulce, sabroso",frío,otoño,fácil,"persimmon, espinacas, queso de cabra, granada, almendras","frutas, verduras, queso, semillas","Una ensalada de otoño fría con persimmón rebanado, espinacas picadas, semillas granadas, queso de cabra desmoronado y almendras rebanadas, vestidas con una vinagreta de color naranja.",553,Espinacas y persimmon salado con queso de cabra y granada
sopa,"dulce, dulce",cálido,otoño,mediano,"calabaza de mantequilla, persimmon","contiene verduras, contiene fruta, contiene vino","Esta sopa combina calabaza de mantequilla y persimmón con sabores sabrosos y dulces, normalmente servido caliente durante el otoño.",554,Butternut Squash Soup with Persimmon
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, chips de chocolate",nan,"Persimmon Chocolate Chip Las cookies son un postre hecho con pulpa de persimmon, chips de chocolate y otros ingredientes comunes para hornear. Son simples de preparar y se pueden disfrutar a temperatura ambiente.",555,Galletas de chocolate persimmon
postre,dulce,habitación temperatura,invierno,mediano,"clara de huevo, azúcar blanca, azúcar superfina, almidón de maíz, agua de la flor de naranja, jugo de limón, ralladura de limón, aceite de coco, crema pesada, azúcar de los conserjes, semillas granadas","meringue, limón curd, frutas","Esta receta de postre implica la creación de una pavlova usando claras de huevo, azúcar y almidón de maíz, que luego se llena con un toque de limón y rematado con frutas de invierno como pomelo, naranja y rodajas de persimmón, junto con semillas granadas.",556,Pavlova con frutas de invierno
postre,"dulce, picante",cálido,otoño,fácil,"Fuyu persimmons, manzana de Granny Smith, azúcar morena, canela, jengibre, limón",compota,"Esta receta describe un compota de postre caliente y dulce elaborado con puré de persimmons Fuyu, manzana de Granny Smith picada, azúcar morena, canela, jengibre, jugo de limón y zest de limón. Se prepara calentando los persimmones y mezclandolos con otros ingredientes, a continuación, sumergir hasta la consistencia deseada.",557,Composición de Apple-Persimmon
postre,dulce,habitación temperatura,otoño,mediano,"persimmon, margarina, azúcar morena",upsidedown cake,"Persimmon Upside Down El pastel es un postre de dificultad media hecho con persimmons maduros, margarina y azúcar morena. Cuenta con una base de azúcar caramelizada y una capa de rodajas de persimmón, rematada con una bata de tarta que incluye pecanes y zest de limón.",558,Persimmon Upside Down Cake
postre,dulce,cálido,otoño,mediano,"persimmon, azúcar blanca, huevos, harina, bicarbonato de soda, canela, leche de mantequilla, crema pesada, miel, mantequilla","requiere hornear, cocinar durante aproximadamente 1 hora, apagar el horno al final de la cocina","El postre Persimmon de Nonnie es un postre hecho con persimmon, azúcar, huevos y varios ingredientes para hornear. Se hornea en una sartén de 9x13 pulgadas y requiere apagar el horno al final de la cocina.",559,Pudding Persimmon de Nonnie
postre,dulce,frío,otoño,fácil,"persimmons, azúcar, jugo de limón, ralladura naranja, nuez moscada",nan,"Esta receta describe una mermelada de persimmon hecha con congelador, que es un postre dulce hecho de persimmons purgados, azúcar, jugo de limón, zest naranja, y nuez moscada y luego almacenada en el congelador.",560,Freezer Persimmon Jam
aperitivo,"dulce, sabroso",habitación temperatura,otoño,fácil,"Fuyu persimmon, queso burrata","fresado persimmon rondas, corta piezas burratas con mozzarella y estracciatella/crem","Un refrescante aperitivo de otoño con persimmons Fuyu rebanados y queso burrata, bañado con esmalte balsámico y aceite de oliva, adornado con albahaca fresca y pimienta.",561,Fuyu Persimmon y Burrata Caprese Salad
postre,dulce,habitación temperatura,all seasons,fácil,"persimmon, arándano, harina, azúcar, huevos, aceite, canela, nuez moscada","a base de frutas, como pan","Esta receta describe un pan de postre hecho con persimmon y arándanos, con sabores dulces y un proceso de preparación simple.",562,Pan de Persimmon de arándano
postre,dulce,cálido,otoño,fácil,"persimmon, leche condensada, harina, azúcar",nan,"Gram's Persimmon Pudding es un postre cálido de otoño hecho con pulpa de persimmón, leche condensada endulzada, harina y azúcar, con una receta sencilla y fácil de seguir.",563,Pudding Persimmon de Gram
cena,"dulce, picante, dulce",cálido,otoño,mediano,"carne molida, persimmon, chili","curry, coco","El Persimmon Curry Chili de la abuela Franny es un plato salado y picante con carne de res, persimmon y una mezcla única de especias y salsas, normalmente servido caliente.",564,Granny Franny Persimmon Curry Chili
aperitivo,"dulce, sabroso",cálido,otoño,mediano,"persimmon, focaccia, burrata, aceite de oliva, romero","tostadas con queso, hierbas","Este aperitivo consta de persimmones asados y queso burrata en focaccia caliente, sazonado con aceite de oliva y romero, perfecto para el otoño.",565,Persimmon-Burrata Focaccia
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, harina, mantequilla, azúcar",Cookies,"Persimmon Cookies IV es un postre simple hecho de pulpa de persimmón, harina, mantequilla y azúcar. Cuenta con especias cálidas como canela y jengibre, y se hornea hasta dorado.",566,Cookies Persimmon IV
postre,"dulce, picante",habitación temperatura,otoño,fácil,"persimmon, harina, avena, canela, nuez moscada, almizcle, clavos, baking soda, persimmon pulp, puré de manzana, vegetal, huevos","rico, húmedo, sabroso","Un pan de persimmón cálido y dulce elaborado con una mezcla de especias y frutas, perfecto para el otoño.",567,Pan de Persimmon III
postre,dulce,habitación temperatura,all seasons,fácil,"persimmon, raisin, levadura, harina","levadura basada, sabor a fruta","Pan de levadura de persimmon Raisin es un postre dulce hecho con pulpa de persimmón madura, pasas y una mezcla de pan y harinas de trigo entero, horneado con una máquina de pan.",568,Pan de levadura de Raisin Persimmon
postre,dulce,cálido,otoño,fácil,"persimmons, galletas graham, canela, almidón de maíz, azúcar morena, sal, mantequilla","plato profundo, corteza nítida, persimones tiernos","Un plato profundo persimmon pastel hecho con persimmons Fuyu, galletas graham, y una corteza dulce, picada, servido caliente.",569,Deep Dish Persimmon Pie
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, raisin, nogal",Cookies,"Persimmon Raisin Las cookies son un postre dulce hecho con pulpa de persimmón, pasta de raisina y nueces, horneado en una receta simple.",570,Cookies de Raisina Persimmon
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, harina, leche de mantequilla, azúcar, huevos","sabor a calabaza, textura húmeda","Este postre está hecho de pulpa de persimmón, harina, leche de mantequilla, azúcar y huevos, combinándolos en un bateador tipo pudín que se hornea y se refrigera antes de servir.",571,Harriet Davis de Indiana Persimmon Pudding
postre,dulce,cálido,otoño,fácil,"persimmon, harina, mantequilla, azúcar, huevos, leche de mantequilla",nan,"Pastel de pudín de persimmón es un postre caliente hecho con pulpa de persimmón, harina, mantequilla, azúcar, huevos y leche de mantequilla, horneado hasta dorado.",572,Persimmon Pudding Pie
postre,dulce,habitación temperatura,invierno,mediano,"harina de todo uso, canela, refrescos, sal, nueces, arándanos, huevos, azúcar morena, aceite vegetal, perfumes","nueces tostadas, cangrejos secos picados, persimmones fuyu","Este pastel de arándano-Persimmon es un postre cálido y dulce hecho con una mezcla de nueces tostadas, cangrejos secos y persimmons picados, horneado en una sartén.",573,Navidad Cranberry-Persimmon Loaf
postre,dulce,habitación temperatura,all seasons,fácil,"pecanes, fechas, persimmons, agave nectar",nan,"Este Paleo Persimmon Pie es un postre hecho con pecanes, fechas, persimmons y agave nectar, con una corteza crujiente y un relleno de persimmón suave, adornado con pecanes y canela.",574,Paleo Persimmon Pie
ensalada,"dulce, sabroso",frío,otoño,fácil,"persimmon, granada, masajed kale, macadamia nuts","naranja juice, lemon juice, maple syrup, Olive oil","Esta ensalada combina frutas de otoño como el persimmón y granada con un aderezo dulce y sabroso hecho de jarabe de arce y jugos de cítricos. Cuenta con col rizada masajeada y nueces macadamia asadas, ofreciendo una comida refrescante y nutritiva.",575,"Persimmon, granada y salada de Kale Masajeada"
postre,dulce,habitación temperatura,otoño,mediano,"persimmon, nueces, pasas","galletitas, acristaladas, decoradas","Las cookies de la tía Persimmon son un postre cálido de otoño con galletas dulces y cerdas hechas con pulpa de persimmón, pecanes y pasas, acristaladas con una mezcla de jarabe de arce y decoradas con piezas de dulce.",576,Tía Persimmon Cookies
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, acortamiento, azúcar blanco, huevo, harina, polvo de hornear, soda de hornear, canela, clavos, pasas, nueces","cookies, basadas en el persimmón","Cookies Persimmon III es un postre simple hecho con pulpa de persimmón, acortamiento, azúcar, huevos, y varias especias y frutas. Se hornea a temperatura ambiente y se puede disfrutar durante el otoño.",577,Cookies Persimmon III
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, huevo, azúcar blanco, harina, leche, bicarbonato de soda, polvo de hornear, canela, sal, mantequilla",nan,"Sandra Persimmon El pudding es un postre simple hecho de pulpa de persimmón, huevos, azúcar, harina, leche, ingredientes para hornear y mantequilla. Se sirve normalmente a temperatura ambiente y se caracteriza por su sabor dulce.",578,Sandra Persimmon Pudding
postre,"picante, dulce",cálido,otoño,mediano,"persimmon, chutney","picante, dulce","Esta receta describe una chutney caliente de postre otoñal hecha con persimmones, especias y frutas.",579,Spicy Persimmon Chutney
postre,dulce,habitación temperatura,otoño,fácil,"persimmon, harina, mantequilla, azúcar",Cookies,"Sweet Persimmon Fireside Las cookies son un postre simple hecho con persimmonas maduras, harina, mantequilla y azúcar, horneado en una sartén caliente de temperatura ambiente.",580,Cookies dulces Persimmon Fireside
postre,dulce,habitación temperatura,nan,fácil,"plátano, chip de chocolate, harina, polvo de hornear, soda de hornear, sal, leche, canela, azúcar blanca, mantequilla, huevos","plátanos triturados, mantequilla suavizada, chips de chocolate","Esta receta describe un simple pan de postre hecho con plátanos, chips de chocolate y ingredientes comunes para hornear. Se hornea a temperatura ambiente y se puede disfrutar como un dulce regalo.",581,Pan de chocolate de plátano
postre,dulce,habitación temperatura,all seasons,fácil,"plátanos, azúcar blanca, huevo, mantequilla derretida, harina de todo propósito, soda para hornear, sal",nan,"Esta receta de pan de plátano fácil combina plátanos de puré, azúcar, huevo, mantequilla derretida, harina, bicarbonato y sal para crear un postre húmedo y dulce que se puede disfrutar durante todo el año.",582,Joy's Easy Banana Bread
postre,dulce,habitación temperatura,all seasons,fácil,"plátano, harina, polvo de hornear, refrescos, sal, azúcar, huevo, mantequilla",nan,"Esta receta describe cómo hacer magdalenas de plátano, un postre dulce que es fácil de preparar usando ingredientes comunes como plátanos, harina y huevos.",583,Muffins de banana
bebida,dulce,frío,nan,fácil,"plátanos, leche, mantequilla de maní, miel, hielo",nan,"Un batido frío y dulce hecho con plátanos, leche, mantequilla de maní, miel y cubos de hielo.",584,Peanut Butter Banana Smoothie
