meal_type,taste_profile,served_temperature,season,difficulty,main_ingredients,characteristics,semantic_summary,recipe_id,recipe_name
dessert,"['sweet', 'spicy']",room_temperature,['autumn'],easy,"['persimmon', 'flour', 'oatmeal', 'cinnamon', 'nutmeg', 'allspice', 'cloves', 'baking_soda', 'persimmon_pulp', 'applesauce', 'vegetable_oil', 'eggs']","['rich', 'moist', 'flavorful']","A warm and sweet persimmon bread made with a blend of spices and fruits, perfect for autumn.",567,Persimmon Bread III
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['persimmon', 'raisin', 'yeast', 'flour']","['yeast-based', 'fruit-flavored']","Persimmon Raisin Yeast Bread is a sweet dessert made with ripe persimmon pulp, raisins, and a blend of bread and whole wheat flours, baked using a bread machine.",568,Persimmon Raisin Yeast Bread
dessert,['sweet'],warm,['autumn'],easy,"['persimmons', 'graham crackers', 'cinnamon', 'cornstarch', 'brown sugar', 'salt', 'butter']","['deep dish', 'crisp crust', 'tender persimmons']","A deep dish persimmon pie made with Fuyu persimmons, graham crackers, and a sweet, spiced crust, served warm.",569,Deep Dish Persimmon Pie
dessert,['sweet'],room_temperature,['autumn'],easy,"['persimmon', 'raisin', 'walnut']",['cookies'],"Persimmon Raisin Cookies are a sweet dessert made with persimmon pulp, raisin paste, and walnuts, baked in a simple recipe.",570,Persimmon Raisin Cookies
dessert,['sweet'],room_temperature,['autumn'],easy,"['persimmon', 'flour', 'buttermilk', 'sugar', 'eggs']","['pumpkin-like flavor', 'moist texture']","This dessert is made from persimmon pulp, flour, buttermilk, sugar, and eggs, combining them in a pudding-like batter that is baked and chilled before serving.",571,Harriet Davis's Indiana Persimmon Pudding
dessert,['sweet'],warm,['autumn'],easy,"['persimmon', 'flour', 'butter', 'sugar', 'eggs', 'buttermilk']",[],"Persimmon pudding pie is a warm dessert made with persimmon pulp, flour, butter, sugar, eggs, and buttermilk, baked until golden.",572,Persimmon Pudding Pie
dessert,['sweet'],room_temperature,['winter'],medium,"['all-purpose flour', 'cinnamon', 'baking soda', 'salt', 'walnuts', 'cranberries', 'eggs', 'brown sugar', 'vegetable oil', 'persimmons']","['toasted walnuts', 'chopped dried cranberries', 'Fuyu persimmons']","This Christmas Cranberry-Persimmon Loaf is a warm and sweet dessert made with a blend of toasted walnuts, dried cranberries, and chopped persimmons, baked in a loaf pan.",573,Christmas Cranberry-Persimmon Loaf
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['pecans', 'dates', 'persimmons', 'agave nectar']",[],"This Paleo Persimmon Pie is a dessert made with pecans, dates, persimmons, and agave nectar, featuring a crunchy crust and a smooth persimmon filling, garnished with pecans and cinnamon.",574,Paleo Persimmon Pie
salad,"['sweet', 'savory']",cold,['autumn'],easy,"['persimmon', 'pomegranate', 'massaged_kale', 'macadamia_nuts']","['orange_juice', 'lemon_juice', 'maple_syrup', 'olive_oil']","This salad combines autumn fruits like persimmon and pomegranate with a sweet and savory dressing made from maple syrup and citrus juices. It features massaged kale and roasted macadamia nuts, offering a refreshing and nutritious meal.",575,"Persimmon, Pomegranate, and Massaged Kale Salad"
dessert,['sweet'],room_temperature,['autumn'],medium,"['persimmon', 'pecans', 'raisins']","['cookies', 'glazed', 'decorated']","Auntie's Persimmon Cookies are a warm, autumn dessert featuring sweet, chewy cookies made with persimmon pulp, pecans, and raisins, glazed with a maple syrup mixture and decorated with candy pieces.",576,Auntie's Persimmon Cookies
dessert,['sweet'],room_temperature,['autumn'],easy,"['persimmon', 'shortening', 'white sugar', 'egg', 'flour', 'baking powder', 'baking soda', 'cinnamon', 'cloves', 'raisins', 'walnuts']","['cookies', 'persimmon-based']","Persimmon Cookies III is a simple dessert made with persimmon pulp, shortening, sugar, eggs, and various spices and fruits. It's baked at room temperature and can be enjoyed during autumn.",577,Persimmon Cookies III
dessert,['sweet'],room_temperature,['autumn'],easy,"['persimmon', 'egg', 'white sugar', 'flour', 'milk', 'baking soda', 'baking powder', 'cinnamon', 'salt', 'butter']",[],"Sandra's Persimmon Pudding is a simple dessert made from persimmon pulp, eggs, sugar, flour, milk, baking ingredients, and butter. It is typically served at room temperature and is characterized by its sweet taste.",578,Sandra's Persimmon Pudding
dessert,"['spicy', 'sweet']",warm,['autumn'],medium,"['persimmon', 'chutney']","['spicy', 'sweet']","This recipe describes a warm, autumnal dessert chutney made with persimmons, spices, and fruits.",579,Spicy Persimmon Chutney
dessert,['sweet'],room_temperature,['autumn'],easy,"['persimmon', 'flour', 'butter', 'sugar']",['cookies'],"Sweet Persimmon Fireside Cookies are a simple dessert made with ripe persimmons, flour, butter, and sugar, baked in a warm room temperature pan.",580,Sweet Persimmon Fireside Cookies
dessert,['sweet'],room_temperature,[],easy,"['banana', 'chocolate chip', 'flour', 'baking powder', 'baking soda', 'salt', 'milk', 'cinnamon', 'white sugar', 'butter', 'eggs']","['mashed bananas', 'softened butter', 'chocolate chips']","This recipe describes a simple dessert bread made with bananas, chocolate chips, and common baking ingredients. It is baked at room temperature and can be enjoyed as a sweet treat.",581,Banana Chocolate Chip Bread
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['bananas', 'white sugar', 'egg', 'melted butter', 'all-purpose flour', 'baking soda', 'salt']",[],"This easy banana bread recipe combines mashed bananas, sugar, an egg, melted butter, flour, baking soda, and salt to create a moist and sweet dessert that can be enjoyed year-round.",582,Joy's Easy Banana Bread
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['banana', 'flour', 'baking powder', 'baking soda', 'salt', 'sugar', 'egg', 'butter']",[],"This recipe describes how to make banana muffins, a sweet dessert that is easy to prepare using common ingredients like bananas, flour, and eggs.",583,Banana Muffins
drink,['sweet'],cold,[],easy,"['bananas', 'milk', 'peanut butter', 'honey', 'ice cubes']",[],"A cold, sweet smoothie made with bananas, milk, peanut butter, honey, and ice cubes.",584,Peanut Butter Banana Smoothie
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['banana', 'flour', 'sugar', 'butter', 'eggs', 'vanilla_extract', 'walnuts']",[],"This recipe describes a rich and moist banana bread made with sweet ingredients like sugar, butter, eggs, and vanilla, along with savory elements such as walnuts. It is baked at room temperature and can be enjoyed year-round.",585,Janet's Rich Banana Bread
dessert,['sweet'],warm,[],easy,"['bananas', 'walnuts', 'dark brown sugar', 'rum', 'vanilla extract']",['cinnamon'],"Bananas Foster is a warm dessert made with bananas, walnuts, dark brown sugar, rum, and vanilla extract, featuring a sweet and spicy flavor profile.",586,Bananas Foster
dessert,['sweet'],room_temperature,[],medium,"['banana', 'pastry shell', 'pudding']",[],"A dessert consisting of a banana cream filling topped with sliced bananas inside a cooled pastry shell, baked until set.",587,Banana Cream Pie
dessert,['sweet'],room_temperature,[],easy,"['banana', 'oat']",[],"This recipe describes banana oat muffins, a sweet dessert that is easy to prepare and can be served at room temperature.",588,Banana Oat Muffins
dessert,['sweet'],room_temperature,['all_seasons'],medium,"['banana', 'nut']","['moist', 'flavorful']","This Extreme Banana Nut Bread is a sweet dessert that combines ripe bananas, walnuts, and a hint of spice. It's best served at room temperature and can be enjoyed year-round. The bread has a moist texture and a robust flavor profile.",589,Extreme Banana Nut Bread 'EBNB'
dessert,['sweet'],room_temperature,[],easy,"['bananas', 'flour', 'baking powder', 'baking soda', 'cinnamon', 'salt', 'nutmeg', 'white sugar', 'melted butter', 'brown sugar', 'egg', 'vanilla extract', 'walnuts']",[],"This recipe describes how to make Ultimate Banana Muffins, a sweet dessert that is easy to prepare with a combination of ripe bananas, various dry and wet ingredients, and optional chopped walnuts.",590,Ultimate Banana Muffins
dessert,['sweet'],room_temperature,[],easy,"['bananas', 'flour', 'baking soda', 'baking powder', 'salt', 'white sugar', 'melted butter', 'egg']","['crumbly topping', 'mashed bananas']","This recipe describes a simple dessert made with bananas, flour, and other basic ingredients. It involves mixing wet and dry ingredients separately, then combining them to form muffins topped with a crumbly mixture of brown sugar, flour, and cinnamon.",591,Banana Crumb Muffins
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['mashed bananas', 'all-purpose flour', 'white sugar', 'butter', 'eggs', 'vanilla extract', 'buttermilk']","['moist', 'smooth']","This recipe describes a simple banana cake that is sweet, served at room temperature, and can be enjoyed year-round. The cake is made with mashed bananas, flour, sugar, butter, eggs, vanilla extract, and buttermilk, and is known for its moist texture.",592,Banana Cake
drink,['sweet'],cold,[],easy,"['banana', 'protein powder', 'peanut butter', 'honey', 'cocoa powder']",['chocolate-flavored'],"This is a cold, sweet chocolate banana peanut butter protein shake.",593,Chocolate Banana Peanut Butter Protein Shake
drink,['sweet'],cold,['all_seasons'],easy,"['strawberries', 'banana', 'yogurt', 'pineapple juice', 'white sugar', 'orange juice']",[],"A cold fruit and yogurt smoothie with added pineapple juice, orange juice, and sugar.",594,Fruit and Yogurt Smoothie
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['cream cheese', 'sweetened condensed milk', 'instant vanilla pudding mix', 'skim milk', 'vanilla extract', 'whipped topping', 'vanilla wafers', 'bananas']",[],"This recipe describes a simple dessert made with creamy components like cream cheese and condensed milk, combined with sweet flavors from vanilla and bananas. It is typically served chilled and can be enjoyed year-round.",595,Banana Pudding
breakfast,['sweet'],cold,['all_seasons'],easy,"['strawberries', 'oats', 'banana', 'soy_milk']",[],"This recipe describes a cold, sweet breakfast smoothie made with strawberries, oats, banana, and soy milk.",596,Strawberry Oatmeal Breakfast Smoothie
dessert,['sweet'],room_temperature,[],easy,"['banana', 'flour', 'butter', 'eggs', 'mashed bananas', 'walnuts']",['cakes'],"A-Number-1 Banana Cake is a simple dessert made with banana, flour, butter, eggs, and walnuts, baked in an 8-inch round pan.",597,A-Number-1 Banana Cake
dessert,"['sweet', 'spicy']",room_temperature,['all_seasons'],easy,"['bananas', 'sour cream', 'flour', 'walnuts']","['rich', 'moist']","This banana sour cream bread is a sweet and moist dessert that can be enjoyed at any time of the year. It features ripe bananas, sour cream, flour, and optional chopped walnuts, baked in warm loaf pans.",598,Banana Sour Cream Bread
dessert,['sweet'],room_temperature,[],easy,"['banana', 'flour', 'margarine', 'sugar', 'eggs']",[],"This recipe describes a simple, sweet banana bread made with basic ingredients like mashed banana, flour, sugar, and eggs.",599,The Best Banana Bread
drink,['sweet'],cold,[],easy,"['spinach', 'banana', 'soy milk']",['smoothie'],"A cold, sweet spinach and banana power smoothie made with soy milk.",600,Spinach and Banana Power Smoothie
drink,['sweet'],cold,['all_seasons'],easy,"['strawberries', 'peaches', 'banana', 'ice', 'orange-peach-mango juice']",[],"A basic fruit smoothie made with mixed fruits, ice, and a juice blend, served cold.",601,Basic Fruit Smoothie
dessert,['sweet'],cold,['all_seasons'],easy,"['bananas', 'cream cheese', 'crushed pineapple', 'whipped topping', 'maraschino cherries', 'crushed peanuts']",[],"Southern Style Banana Split Cake is a dessert made with bananas, cream cheese, crushed pineapple, whipped topping, maraschino cherries, and crushed peanuts. It is served cold and has a sweet taste.",602,Southern Style Banana Split Cake
dessert,['sweet'],room_temperature,[],easy,"['flour', 'cocoa powder', 'baking powder', 'baking soda', 'salt', 'white sugar', 'canola oil', 'milk', 'egg', 'vanilla extract', 'bananas', 'chocolate chips']","['quick_and_easy_to_make', 'rich_in_flavor', 'perfect_for_breakfast_or_snack_time']","This recipe describes a simple and delicious chocolate banana muffin that is perfect for breakfast or as a snack, featuring a sweet and rich flavor profile.",603,Chocolate Banana Muffins
dessert,['sweet'],room_temperature,[],easy,"['flour', 'mashed bananas', 'canola oil', 'coconut milk']",[],"This recipe describes a simple vegan dessert made with flour, mashed bananas, canola oil, and coconut milk, baked in muffin tins.",604,Vegan Banana Muffins
drink,['sweet'],cold,['all_seasons'],easy,"['pineapple', 'banana', 'juice']",['smooth'],"This Pineapple and Banana Smoothie is a refreshing cold drink made with fresh pineapple, banana, and juice, featuring a sweet taste and smooth texture.",605,Pineapple and Banana Smoothie
dessert,['sweet'],room_temperature,[],easy,"['banana', 'flour', 'walnut']",[],"Sarah's Banana Bread Muffins is a simple dessert recipe featuring ripe bananas, flour, and walnuts, baked in muffin tins for a sweet treat.",606,Sarah's Banana Bread Muffins
dessert,['sweet'],warm,['all_seasons'],easy,"['banana', 'avocado oil']",['air fryer roasted'],"This recipe describes an easy-to-make dessert using an air fryer to roast banana slices, resulting in a sweet and caramelized treat.",607,Air Fryer Roasted Bananas
dessert,['sweet'],room_temperature,[],easy,"['banana', 'chocolate chips', 'flour', 'baking powder', 'salt', 'baking soda', 'white sugar', 'butter', 'mashed bananas', 'eggs', 'vanilla extract']",[],"This recipe describes a simple dessert cookie made with banana, chocolate chips, and common pantry ingredients like flour, sugar, and butter. It involves mixing wet and dry ingredients, shaping into balls, and baking.",608,Banana Chocolate Chip Cookies
dessert,['sweet'],room_temperature,[],easy,"['bananas', 'flour', 'baking powder', 'baking soda', 'white sugar', 'melted butter', 'egg']",[],"This recipe describes a simple dessert made with banana mini muffins, featuring sweet ingredients and easy preparation.",609,Best Yet Banana Mini Muffins
dessert,['sweet'],cold,[],easy,"['banana', 'pudding', 'vanilla wafer']",[],"This recipe describes a homemade banana pudding, a dessert made with bananas, pudding, and vanilla wafer cookies, typically served cold.",610,Homemade Banana Pudding
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['bananas', 'canned pumpkin', 'honey', 'sugar', 'vegetable oil', 'eggs', 'flour', 'pumpkin pie spice', 'baking powder', 'baking soda', 'cinnamon', 'salt', 'raisins', 'walnut pieces']",[],"This recipe describes a banana pumpkin bread, a sweet dessert made with a combination of bananas, pumpkin, and various spices, served at room temperature.",611,Banana Pumpkin Bread
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['bananas', 'flour', 'sugar', 'eggs', 'oil', 'baking_powder', 'baking_soda']","['quick_bread', 'machine_ready']","This quick bread recipe is designed for use in a bread machine, combining bananas, flour, sugar, eggs, oil, baking powder, and baking soda. It's a simple dessert that can be enjoyed year-round.",612,Banana Bread - Quick Bread for Machines
dessert,['sweet'],warm,[],easy,"['bananas', 'flour', 'milk', 'baking powder', 'salt', 'eggs', 'margarine']",['fried'],"This recipe describes how to make banana fritters, which are sweet, fried dessert items made from mashed bananas, flour, milk, baking powder, salt, eggs, and margarine.",613,Banana Fritters
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['blueberries', 'bananas', 'flour', 'butter', 'eggs', 'vanilla_extract', 'white_sugar']",[],"This recipe describes a simple, sweet Blueberry Banana Bread that can be enjoyed throughout the year. It requires basic ingredients and is easy to prepare.",614,Blueberry Banana Bread
dessert,['sweet'],room_temperature,[],easy,"['banana', 'all-purpose flour', 'white sugar', 'baking powder', 'baking soda', 'cinnamon', 'applesauce', 'egg whites']",[],"This recipe describes a simple, sweet banana bread made with minimal fat, featuring a mix of dry ingredients and mashed bananas, applesauce, and egg whites.",615,Almost No Fat Banana Bread
dessert,['sweet'],room_temperature,[],easy,"['banana', 'chocolate']",[],This recipe describes a simple banana chocolate chip cake that is sweet and served at room temperature.,616,Banana Chocolate Chip Cake
breakfast,['sweet'],room_temperature,[],easy,"['carrots', 'bananas', 'zucchini', 'whole wheat flour', 'yogurt', 'eggs', 'rolled oats', 'shredded coconut', 'pecans', 'dried cherries', 'cinnamon', 'salt', 'ginger']","['muffins', 'mixed fruits', 'whole wheat', 'oats', 'nuts', 'coconut', 'cherries', 'cinnamon']","This recipe describes a hearty breakfast muffin made with mixed fruits, whole wheat flour, oats, nuts, coconut, cherries, cinnamon, and other ingredients. It is an easy-to-make dish that can be enjoyed as a warm, room-temperature snack.",617,Hearty Breakfast Muffins
dinner,"['savory', 'spicy']",hot,['all_seasons'],medium,"['banana peppers', 'sausage', 'tomato products', 'cheese', 'bread crumbs']","['stuffed', 'casserole']","This recipe involves stuffing banana peppers with a savory and spicy mixture of sausages, tomato products, cheese, and bread crumbs, baked in a casserole.",618,Bob's Stuffed Banana Peppers
dessert,['sweet'],room_temperature,[],easy,"['bananas', 'flour', 'sugar', 'butter', 'walnuts']",['fluffy'],"This easy kids' recipe involves mixing mashed bananas, flour, sugar, melted butter, optional chopped walnuts, an egg, baking soda, and salt to create fluffy banana cookies.",619,Easy Kids' Recipe for Fluffy Banana Cookies
drink,['sweet'],cold,['all_seasons'],easy,"['mango', 'banana', 'vanilla_yogurt', 'milk']",[],"This easy mango banana smoothie is a refreshing cold drink made with ripe mangoes, bananas, vanilla yogurt, and milk.",620,Easy Mango Banana Smoothie
drink,"['sweet', 'bitter']",cold,['all_seasons'],easy,"['strawberries', 'banana', 'almonds', 'water', 'ice cubes', 'protein powder']","['smooth', 'rich']","A cold, easy-to-make drink with a sweet and bitter taste, combining fresh fruits, nuts, and protein powder.",621,Strawberry Banana Protein Smoothie
snack,['sweet'],room_temperature,['all_seasons'],easy,['bananas'],"['dry', 'crispy']","Baked Banana Chips are a simple snack made from thinly sliced ripe bananas, baked until dry and crispy.",622,Baked Banana Chips
breakfast,['sweet'],warm,['all_seasons'],easy,"['rolled oats', 'bananas', 'white sugar', 'salt', 'cinnamon']",['porridge'],"This recipe describes a simple breakfast porridge made with rolled oats, bananas, and sweeteners, served warm and featuring a cinnamon flavor.",623,Porridge
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['bananas', 'brown sugar', 'butter', 'egg', 'cinnamon', 'vanilla extract', 'milk', 'flour', 'baking soda', 'baking powder', 'kosher salt']","['moist', 'soft', 'tender', 'rich']","This recipe describes a simple, sweet banana bread made with ripe bananas, brown sugar, butter, and other ingredients, baked in a loaf pan.",624,Brown Sugar Banana Bread
dessert,['sweet'],room_temperature,[],medium,"['all-purpose flour', 'white sugar', 'mashed bananas', 'canola oil', 'black walnuts', 'crushed pineapple', 'eggs']",[],"This recipe describes a Hummingbird Cake, a sweet dessert made with a combination of flour, sugar, mashed bananas, oil, walnuts, pineapple, and eggs. It involves a baking process followed by frosting.",625,Hummingbird Cake
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['bananas', 'oats']","['mashed', 'baked']","Clean Banana Oat Cookies are a simple dessert made from mashed bananas, oats, and other basic ingredients baked at room temperature.",626,Clean Banana Oat Cookies
drink,['sweet'],cold,[],easy,"['banana', 'milk', 'ice']","['quick', 'no-ice-cream']","A quick, cold, sweet banana milkshake made without ice cream.",627,Quick Banana Milkshake (Ice Cream Free)
dessert,['sweet'],room_temperature,[],easy,"['banana', 'wheat bran', 'walnut']",['muffin'],"This recipe describes a simple dessert made with banana, wheat bran, and walnuts, baked into muffins.",628,Banana Bran Muffins
drink,"['sweet', 'sour']",cold,['all_seasons'],easy,"['strawberries', 'orange juice', 'banana', 'ice']","['smooth', 'frothy']","This is a refreshing cold drink made with fresh strawberries, orange juice, a ripe banana, and ice cubes, blending them into a smooth and frothy texture.",629,Strawberry Orange Banana Smoothie
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['banana', 'flour', 'walnut']",[],"This recipe describes a simple banana loaf dessert made with basic ingredients like bananas, flour, and walnuts, baked in a loaf pan.",630,Banana Loaf
dessert,['sweet'],warm,[],medium,"['bananas', 'custard', 'vanilla wafers']","['banana liqueur', 'creamy texture', 'meringue topping']","Southern-style baked banana pudding is a dessert made with bananas, custard, and vanilla wafers, featuring a creamy texture and a meringue topping, often served warm.",631,Southern-Style Baked Banana Pudding
dessert,['sweet'],cold,['all_seasons'],easy,"['bananas', 'milk', 'ice cubes', 'unsweetened cocoa powder', 'peanut butter', 'vanilla extract']",[],"This healthy chocolate smoothie is made with ripe bananas, milk, ice cubes, cocoa powder, peanut butter, and vanilla. It is a cold dessert that can be enjoyed year-round.",632,Healthy Chocolate Smoothie
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['banana', 'flour', 'eggs', 'sugar', 'walnuts']",[],"Simple Banana Bread is a sweet dessert made with ripe bananas, flour, eggs, sugar, and walnuts. It's easy to prepare and can be enjoyed at any time of the year.",633,Simple Banana Bread
breakfast,['sweet'],cold,['all_seasons'],easy,"['Almond Breeze Vanilla almondmilk', 'rolled oats', 'mashed banana', 'chia seeds']",['overnight preparation'],"This is an easy overnight breakfast dish made with almond milk, oats, mashed banana, and chia seeds, served cold.",634,Overnight Chia Oats
dessert,['sweet'],room_temperature,[],easy,"['unsalted butter', 'semisweet chocolate chips', 'egg', 'packed light brown sugar', 'banana', 'vanilla extract', 'all-purpose flour']",[],"This easy banana brownie recipe combines sweet ingredients like butter, chocolate, and banana to create a moist and delicious dessert that can be enjoyed at room temperature.",635,Easy Banana Brownies
dessert,['sweet'],room_temperature,[],easy,"['banana', 'flour', 'sugar', 'butter', 'vanilla_extract', 'baking_powder', 'baking_soda', 'egg']","['quick_cake', 'no_frosting']","This easy banana loaf cake is a quick dessert made with ripe bananas, flour, sugar, butter, vanilla extract, baking powder, baking soda, and an egg. It's baked in a loaf pan and served room temperature.",636,Easy Banana Loaf Cake
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['cream cheese', 'banana', 'butter', 'brown sugar', 'sour cream', 'flour', 'baking soda', 'baking powder', 'salt', 'vanilla extract', 'egg', 'cream cheese']",[],"This recipe describes a simple, sweet cream cheese banana bread that can be enjoyed at any time of the year.",637,Cream Cheese Banana Bread
,['sweet'],warm,[],medium,"['kiwis', 'pineapple juice', 'lemon juice', 'apples', 'white sugar']",['jam'],"This recipe describes how to make kiwi jam, which is a sweet spread typically served warm.",638,Kiwi Jam
drink,"['sweet', 'sour']",cold,['all_seasons'],easy,"['apple', 'banana', 'kiwifruit', 'milk', 'ice', 'chia seeds', 'maca powder']","['fruit-based', 'smoothie']","A cold, fruit-based smoothie made with apple, banana, kiwifruit, milk, ice, chia seeds, and maca powder.",639,Kiwi Banana Apple Smoothie
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['PHILADELPHIA Cream Cheese', 'sugar cookies', 'fruit', 'apricot preserves']","['pizza-like structure', 'layered dessert']","This recipe describes a dessert that resembles a pizza made with sugar cookies as the crust, cream cheese filling, various fruits, and apricot preserves on top.",640,PHILADELPHIA® Fruit Pizza
dessert,['sweet'],room_temperature,['all_seasons'],medium,"['strawberries', 'blueberries', 'kiwi', 'pineapple']","['fruit-based', 'cream cheese filling', 'crust']","A dessert fruit pizza made with a crust, cream cheese filling, and various fruits, served at room temperature.",641,Fruit Pizza Even Better
dessert,['sweet'],room_temperature,[],easy,"['flour', 'butter', 'white sugar', 'cream cheese', 'mascarpone cheese', 'strawberries', 'blackberries', 'kiwis', 'cornstarch', 'lemon juice']","['quick preparation', 'simple decoration']","This recipe describes a quick and simple dessert called Fresh Fruit Tart with Mascarpone. It involves mixing ingredients, baking a crust, and assembling fresh fruits with a sweet glaze.",642,Fresh Fruit Tart with Mascarpone
dinner,"['savory', 'spicy', 'sour']",warm,['all_seasons'],medium,"['pork', 'poblano pepper', 'tomato', 'kiwi', 'lime', 'cilantro', 'sour cream', 'flour tortillas']","['Mexican cuisine', 'Taco dish']","This recipe describes a savory, spicy, and sour Mexican-style pork and poblano pepper taco dish, served warm, that can be enjoyed year-round. The main ingredients include pork, poblano peppers, tomatoes, kiwi, limes, cilantro, sour cream, and flour tortillas.",643,Poblano and Ground Pork Tacos
salad,"['sweet', 'sour', 'fresh']",cold,['all_seasons'],easy,"['spinach', 'strawberries', 'kiwis', 'walnuts']","['mixed-fruit', 'green-leafy']","A cold mixed fruit salad featuring strawberries, kiwis, spinach, and walnuts dressed with a sweet and sour dressing.",644,"Strawberry, Kiwi, and Spinach Salad"
drink,"['sour', 'sweet']",cold,['all_seasons'],easy,"['Almond Breeze Hint of Honey almondmilk', 'green grapes', 'baby kale', 'kiwi fruit', 'pineapple chunks']",['smoothie'],"A cold green smoothie made with almond milk, various fruits, and a hint of sweetness.",645,Supreme Green Smoothie
snack,['sweet'],cold,['all_seasons'],easy,"['Japanese milk bread', 'strawberries', 'kiwi', 'mandarin orange segments', 'grapes']","['diagonal arrangement of fruits', 'wrapped and chilled before slicing']","Furutsu Sando is a cold snack made with Japanese milk bread, various fruits, and whipped cream. It is prepared by spreading whipped cream on the bread, arranging fruits in a diagonal pattern, wrapping, chilling, and then slicing.",646,Furutsu Sando (Fruit Sandwiches)
dessert,['sweet'],cold,['summer'],easy,"['coconut milk', 'white sugar', 'crushed pineapple', 'banana', 'kiwi fruit']",['ice pop'],"This tropical kiwi ice pop is a refreshing dessert made with coconut milk, sugar, crushed pineapple, banana, and kiwi fruit, served cold.",647,Tropical Kiwi Ice Pops
dinner,"['sweet', 'spicy', 'sour']",warm,['all_seasons'],easy,"['kiwi', 'pork ribs', 'white sugar', 'cider vinegar', 'lime juice', 'salt', 'chili powder', 'cornstarch']",['oven_baked'],"This Kiwi-Lime Pork Ribs recipe combines sweet, sour, and spicy flavors with a blend of kiwi, pork ribs, and seasonings. It is baked in the oven for a warm and easy-to-prepare dinner option.",648,Kiwi-Lime Pork Ribs
beverage,"['sour', 'sweet']",cold,['all_seasons'],easy,"['carrot', 'banana', 'kiwi', 'apple', 'pineapple']",['refreshing'],A refreshing Caribbean health drink made with blended fruits.,649,Caribbean Health Drink
appetizer,"['spicy', 'sour']",cold,['all_seasons'],easy,"['kiwis', 'strawberries', 'blackberries', 'Granny Smith apples']","['fruit-based', 'spicy']","This spicy fruit salsa is a refreshing appetizer made from a blend of fruits, including kiwis, strawberries, blackberries, and apples, with added spices and sweet elements.",650,Spicy Fruit Salsa
dessert,['sweet'],room_temperature,['all_seasons'],medium,"['egg whites', 'white sugar', 'cornstarch', 'heavy cream', 'vanilla extract', ""confectioners' sugar"", 'passion fruits']","['requires baking', 'has a meringue base', 'topped with whipped cream and passion fruit pulp']","Pavlova Deluxe is a dessert made with egg whites, sugar, and cream, featuring a meringue base, whipped cream, and passion fruit topping.",651,Pavlova Deluxe
beverage,"['sour', 'sweet']",cold,['all_seasons'],easy,"['Chardonnay wine', 'club soda', 'orange-flavored liqueur', 'green grapes', 'kiwis', 'pear']","['fruit-based', 'refreshing']","A refreshing white sangria beverage made with Chardonnay wine, club soda, orange-flavored liqueur, green grapes, kiwis, and pear, served cold.",652,White Sangria with Kiwi
dessert,['sweet'],room_temperature,['all_seasons'],medium,"['strawberries', 'kiwis', 'puff pastry', 'strawberry preserves', 'heavy cream']","['tartlet shape', 'layers of fruit and cream']",This dessert features layers of sweet strawberries and kiwi with a creamy whipped cream topping inside puff pastry shells.,653,Strawberry Kiwi Tartlets
appetizer,"['sweet', 'savory']",warm,['summer'],easy,"['pineapple', 'strawberries', 'kiwifruit', 'mango', 'tomatoes', 'cilantro', 'tilapia']","['fresh', 'flavorful']","This appetizer dish features a refreshing mango salsa served over tilapia fillets, combining sweet fruits like pineapple and mango with tangy elements from strawberries and kiwi. The dish is light and easy to prepare, perfect for summer meals.",654,LaWanna's Mango Salsa on Tilapia Fillets
dessert,['sweet'],cold,[],medium,"['egg whites', 'castor sugar', 'vanilla extract', 'unsweetened flaked coconut', 'sweetened whipped cream', 'strawberries', 'kiwifruit', 'peach', 'blueberries']","['requires baking', 'topped with whipped cream and fruits']",A dessert named 'A Drama Queen's Pavlova' featuring a crispy meringue base topped with sweetened whipped cream and various fresh fruits.,655,A Drama Queen's Pavlova
snack,"['sweet', 'fresh']",cold,['all_seasons'],easy,"['Neufchatel cheese', 'kiwi fruit', 'whole wheat bread']","['sandwich', 'sweetened']","This creamy kiwi sandwich is a simple, refreshing snack made with Neufchatel cheese, kiwi fruit, and whole wheat bread, featuring a sweet and tangy flavor profile.",656,Creamy Kiwi Sandwich
dinner,"['savory', 'sweet', 'spicy']",warm,['all_seasons'],medium,"['pork belly', 'honey', 'kiwi', 'soy sauce', 'chili sauce', 'garlic', 'oyster sauce']","['marinated', 'roasted', 'broiled']","This recipe involves marinating pork belly with a sweet, savory, and spicy mixture before roasting it in the oven and broiling it until it becomes dark and glossy.",657,Char Siu (Chinese Barbeque Pork)
